,action_code,action_code_full,amendment_indicator,amendment_number,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,category_code_full,committee_id,conduit_committee_city,conduit_committee_id,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,dissemination_date,election_type,election_type_full,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing_date,filing_form,form_line_number,image_number,independent_sign_date,independent_sign_name,is_notice,line_number,link_id,memo_code,memo_code_full,memo_text,memoed_subtotal,most_recent,notary_commission_expiration_date,notary_sign_date,notary_sign_name,office_total_ytd,original_sub_id,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,previous_file_number,report_type,report_year,schedule_type,schedule_type_full,sub_id,support_oppose_indicator,transaction_id,committee
127,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-05,G2022,,5726.55,2022-10-05 00:00:00,MAILER POSTAGE LIBRE ACTION,1634284,ROBERT,JENTGENS,,,TREASURER,2022-10-05,F24,F24-24,202210059532074750,2022-10-05,"JENTGENS, ROBERT TREASURER",True,24,4100620221587693007,,,,False,True,,,,281776.48,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210059532074750,1634284,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100620221587730093,S,SE24.13997,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
128,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-05,G2022,,6658.45,2022-10-05 00:00:00,MAILER PRODUCTION LIBRE ACTION,1634284,ROBERT,JENTGENS,,,TREASURER,2022-10-05,F24,F24-24,202210059532074749,2022-10-05,"JENTGENS, ROBERT TREASURER",True,24,4100620221587693007,,,,False,True,,,,281776.48,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210059532074749,1634284,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100620221587730092,S,SE24.13996,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
129,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-05,G2022,,4495.71,2022-10-05 00:00:00,MAILER POSTAGE,1634284,ROBERT,JENTGENS,,,TREASURER,2022-10-05,F24,F24-24,202210059532074749,2022-10-05,"JENTGENS, ROBERT TREASURER",True,24,4100620221587693007,,,,False,True,,,,281776.48,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210059532074749,1634284,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100620221587730091,S,SE24.13995,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
130,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-05,G2022,,6173.78,2022-10-05 00:00:00,MAILER PRODUCTION,1634284,ROBERT,JENTGENS,,,TREASURER,2022-10-05,F24,F24-24,202210059532074748,2022-10-05,"JENTGENS, ROBERT TREASURER",True,24,4100620221587693007,,,,False,True,,,,281776.48,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210059532074748,1634284,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100620221587730090,S,SE24.13994,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
131,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ HERNANDEZ,,"DE LA CRUZ HERNANDEZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00101105,,C00765719,,,,,,2022-10-04,G2022,,3750.0,2022-10-04 00:00:00,IE FOR GOOGLE ADS-M DELACRUZ,1648624,MICHAEL,MALONEY,W.,MR.,,2022-10-25,F3X,F3X-24,202210259541628555,2022-10-25,"MALONEY, MICHAEL W. MR.",False,24,4102520221590892110,,,,False,True,,,,3750.0,,MOUNTAIN VIEW,,,,GOOGLE LLC,,CA,1600 AMPHITHEATRE PKWY,,,94043,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541628555,1648624,12G,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4112120221630511024,S,VD50FCB8DC7B7317D514,NATIONAL FEDERATION OF INDEPENDENT BUSINESS FEDERAL POLITICAL ACTION COMMITTEE
132,A,ADD,N,,,,MONICA,H0TX15124,DELACRUZ HERNANDEZ,,"DELACRUZ HERNANDEZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00101105,,,,,,,,2022-10-04,G2022,,3750.0,2022-10-04 00:00:00,IE FOR GOOGLE ADS-M DELACRUZ,1633921,KIPP,MALONEY,,,,2022-10-04,F24,F24-24,202210049532061664,2022-10-04,"MALONEY, KIPP",True,24,4100420221587393031,,,,False,True,,,,3750.0,,MOUNTAIN VIEW,,,,GOOGLE LLC,,CA,1600 AMPHITHEATRE PKWY,,,94043,https://docquery.fec.gov/cgi-bin/fecimg/?202210049532061664,1633921,24,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100420221587416335,S,WFT2022941554-1,NATIONAL FEDERATION OF INDEPENDENT BUSINESS FEDERAL POLITICAL ACTION COMMITTEE
133,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-01,G2022,,9000.0,2022-10-01 00:00:00,CANVASSING,1633639,ROBERT,JENTGENS,,,TREASURER,2022-10-03,F24,F24-24,202210039532052920,2022-10-03,"JENTGENS, ROBERT TREASURER",True,24,4100420221587393000,,,,False,True,,,,258721.99,,DENVER,,,,TALENTWAVE INC.,,CO,4601 DTC BLVD.,STE 650,,80237,https://docquery.fec.gov/cgi-bin/fecimg/?202210039532052920,1633639,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100420221587416057,S,SE24.13932,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
134,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-10-01,G2022,,4591.15,2022-10-01 00:00:00,CANVASSING,1633639,ROBERT,JENTGENS,,,TREASURER,2022-10-03,F24,F24-24,202210039532052904,2022-10-03,"JENTGENS, ROBERT TREASURER",True,24,4100420221587393000,,,,False,True,,,,258721.99,,ARLINGTON,,,,AMERICANS FOR PROSPERITY,,VA,1310 N. COURTHOUSE RD.,STE. 700,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210039532052904,1633639,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4100420221587416026,S,SE24.13906,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
135,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-26,G2022,,1000.0,2022-09-30 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541452103,2022-09-28,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452103,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629525940,S,SE24.13851,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
136,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-26,G2022,,1000.0,2022-09-30 00:00:00,MEDIA PRODUCTION,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541452102,2022-09-28,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452102,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629525939,S,SE24.13850,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
137,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-28,G2022,,6658.45,2022-09-30 00:00:00,MAILER PRODUCTION LIBRE ACTION,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541452039,2022-09-28,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452039,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629525812,S,SE24.13840,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
138,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-28,G2022,,6173.78,2022-09-30 00:00:00,MAILER PRODUCTION,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541452038,2022-09-28,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452038,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629525811,S,SE24.13838,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
139,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-24,G2022,,250.0,2022-09-29 00:00:00,CANVASSING,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541451981,2022-09-26,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,ARLINGTON,,,,AMERICANS FOR PROSPERITY,,VA,1310 N. COURTHOUSE RD.,STE. 700,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541451981,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629525697,S,SE24.13793,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
140,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-16,G2022,,2754.69,2022-09-29 00:00:00,CANVASSING,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541451975,2022-09-17,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,ARLINGTON,,,,AMERICANS FOR PROSPERITY,,VA,1310 N. COURTHOUSE RD.,STE. 700,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541451975,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629525685,S,SE24.13670,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
141,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-28,G2022,,5726.55,2022-09-28 00:00:00,MAILER POSTAGE LIBRE ACTION,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541452150,2022-09-28,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452150,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629526034,S,SE24.13841,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
142,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-28,G2022,,4495.71,2022-09-28 00:00:00,MAILER POSTAGE,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541452149,2022-09-28,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452149,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629526032,S,SE24.13839,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
143,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-21,G2022,,6658.45,2022-09-28 00:00:00,MAILER PRODUCTION LIBRE ACTION,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541452030,2022-09-23,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452030,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629525794,S,SE24.13737,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
144,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-21,G2022,,6173.78,2022-09-28 00:00:00,MAILER PRODUCTION,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541452029,2022-09-23,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452029,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629525793,S,SE24.13735,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
145,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-03,G2022,,492.54,2022-09-28 00:00:00,DOORHANGER PRODUCTION LIBRE ACTION,1646082,ROB,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541452004,2022-09-04,"JENTGENS, ROB TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,MCALLEN,,,,PAPER CHASE PRINTING,,TX,2208 PRIMROSE AVENUE,STE. HB,,78504,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452004,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629525743,S,SE24.12477,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
146,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-28,G2022,,5726.55,2022-09-28 00:00:00,MAILER POSTAGE LIBRE ACTION,1632716,ROBERT,JENTGENS,,,TREASURER,2022-09-28,F24,F24-24,202209289532006593,2022-09-28,"JENTGENS, ROBERT TREASURER",True,24,4092920221585953008,,,,False,True,,,,245130.84,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202209289532006593,1632716,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092920221585988121,S,SE24.13841,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
147,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-28,G2022,,4495.71,2022-09-28 00:00:00,MAILER POSTAGE,1632716,ROBERT,JENTGENS,,,TREASURER,2022-09-28,F24,F24-24,202209289532006592,2022-09-28,"JENTGENS, ROBERT TREASURER",True,24,4092920221585953008,,,,False,True,,,,245130.84,,WASHINGTON,,,,UNITED STATES POSTAL SERVICE,,DC,470 L'ENFANT PLAZA SW,STE 604,,20024,https://docquery.fec.gov/cgi-bin/fecimg/?202209289532006592,1632716,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092920221585988119,S,SE24.13839,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
148,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-28,G2022,,6658.45,2022-09-28 00:00:00,MAILER PRODUCTION LIBRE ACTION,1632716,ROBERT,JENTGENS,,,TREASURER,2022-09-28,F24,F24-24,202209289532006571,2022-09-28,"JENTGENS, ROBERT TREASURER",True,24,4092920221585953008,,,,False,True,,,,245130.84,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202209289532006571,1632716,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092920221585988077,S,SE24.13840,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
149,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-28,G2022,,6173.78,2022-09-28 00:00:00,MAILER PRODUCTION,1632716,ROBERT,JENTGENS,,,TREASURER,2022-09-28,F24,F24-24,202209289532006571,2022-09-28,"JENTGENS, ROBERT TREASURER",True,24,4092920221585953008,,,,False,True,,,,245130.84,,MANDEVILLE,,,,PEOPLE WHO THINK,,LA,4522 LA-22,STE. 7,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202209289532006571,1632716,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092920221585988076,S,SE24.13838,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
150,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00607374,,,,,,,,2022-09-27,G2022,,8505.0,2022-09-27 00:00:00,MEDIA PLACEMENT,1645870,DAVID,SATTERFIELD,,,,2022-10-20,F3X,F3X-24,202210209541396421,2022-10-20,"SATTERFIELD, DAVID",False,24,4102020221589933012,,,,False,True,,,,10005.0,,MCALLEN,,,,UNIVISION,,TX,200 S 10TH ST,STE 600,,785014869,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541396421,1645870,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629526363,S,EFAD467A3AD154CF48D6,ELBERT GUILLORY'S AMERICA
151,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00607374,,,,,,,,2022-09-27,G2022,,1500.0,2022-09-27 00:00:00,MEDIA PRODUCTION,1645870,DAVID,SATTERFIELD,,,,2022-10-20,F3X,F3X-24,202210209541396416,2022-10-20,"SATTERFIELD, DAVID",False,24,4102020221589933012,,,,False,True,,,,10005.0,,HOUSTON,,,,LONGSHOT MOTION PICTURES,,TX,1519 FRANCIS ST,,,770042932,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541396416,1645870,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629526352,S,E399D82995EA94913831,ELBERT GUILLORY'S AMERICA
152,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00607374,,,,,,,,2022-09-27,G2022,,8505.0,2022-09-27 00:00:00,MEDIA PLACEMENT,1632845,DAVID,SATTERFIELD,,,,2022-09-29,F24,F24-24,202209299532008189,2022-09-29,"SATTERFIELD, DAVID",True,24,4093020221586014016,,,,False,True,,,,10005.0,,MCALLEN,,,,UNIVISION,,TX,200 S 10TH ST,STE 600,,785014869,https://docquery.fec.gov/cgi-bin/fecimg/?202209299532008189,1632845,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4093020221586728135,S,EFAD467A3AD154CF48D6,ELBERT GUILLORY'S AMERICA
153,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,,,C00607374,,,,,,,,2022-09-27,G2022,,1500.0,2022-09-27 00:00:00,MEDIA PRODUCTION,1632845,DAVID,SATTERFIELD,,,,2022-09-29,F24,F24-24,202209299532008187,2022-09-29,"SATTERFIELD, DAVID",True,24,4093020221586014016,,,,False,True,,,,10005.0,,HOUSTON,,,,LONGSHOT MOTION PICTURES,,TX,1519 FRANCIS ST,,,770042932,https://docquery.fec.gov/cgi-bin/fecimg/?202209299532008187,1632845,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4093020221586728131,S,E399D82995EA94913831,ELBERT GUILLORY'S AMERICA
154,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-26,G2022,,1000.0,2022-09-26 00:00:00,MEDIA PRODUCTION LIBRE ACTION,1632716,ROBERT,JENTGENS,,,TREASURER,2022-09-28,F24,F24-24,202209289532006577,2022-09-28,"JENTGENS, ROBERT TREASURER",True,24,4092920221585953008,,,,False,True,,,,245130.84,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202209289532006577,1632716,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092920221585988089,S,SE24.13851,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
155,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-26,G2022,,1000.0,2022-09-26 00:00:00,MEDIA PRODUCTION,1632716,ROBERT,JENTGENS,,,TREASURER,2022-09-28,F24,F24-24,202209289532006577,2022-09-28,"JENTGENS, ROBERT TREASURER",True,24,4092920221585953008,,,,False,True,,,,245130.84,,ARLINGTON,,,,TARGETED VICTORY LLC,,VA,2311 WILSON BOULEVARD,SUITE 200,,22201,https://docquery.fec.gov/cgi-bin/fecimg/?202209289532006577,1632716,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092920221585988088,S,SE24.13850,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
156,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-24,G2022,,35000.0,2022-09-24 00:00:00,CANVASSING,1646082,ROBERT,JENTGENS,,,TREASURER,2022-10-20,F3X,F3X-24,202210209541452079,2022-09-26,"JENTGENS, ROBERT TREASURER",False,24,4102120221590110147,,,,False,True,,,,245130.84,,DENVER,,,,TALENTWAVE INC.,,CO,4601 DTC BLVD.,STE 650,,80237,https://docquery.fec.gov/cgi-bin/fecimg/?202210209541452079,1646082,M10,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4111520221629525892,S,SE24.13783,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
157,A,ADD,N,,,,MONICA,H0TX15124,DE LA CRUZ,,"DE LA CRUZ, MONICA",H,15,TX,REP,,,4.0,Advertising Expenses ,C00687103,,,,,,,,2022-09-24,G2022,,35000.0,2022-09-24 00:00:00,CANVASSING,1632505,ROBERT,JENTGENS,,,TREASURER,2022-09-26,F24,F24-24,202209269531992870,2022-09-26,"JENTGENS, ROBERT TREASURER",True,24,4092720221576972000,,,,False,True,,,,220076.35,,DENVER,,,,TALENTWAVE INC.,,CO,4601 DTC BLVD.,STE 650,,80237,https://docquery.fec.gov/cgi-bin/fecimg/?202209269531992870,1632505,48,2022,SE,ITEMIZED INDEPENDENT EXPENDITURES,4092720221577519016,S,SE24.13783,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION"
